ID,Name,Phone,Payment,Points,Free_Drinks
1173,Donna Beck,3282425859,Cash,0,0
1174,Jasmine Frye,8037929251,Cash,0,0
1175,Emily Arnold,7972423004,Card,0,0
1176,David Oliver,4237462435,Cash,0,0
1177,Sheila Greer,9748553996,Card,0,0
1178,Michele Holland,7762558556,Card,0,0
1179,Kimberly Morrison,8263197067,Gift Card,0,0
1180,Tracey Phillips,9966784047,Cash,0,0
1181,Michael Lopez,2663216755,Gift Card,0,0
1182,Jose Bennett,2497254809,Cash,0,0
1183,Justin Anderson,8383824767,Cash,0,0
1184,Dawn Rivera,4003509787,Cash,0,0
1185,Brittney Hernandez,4478082922,Card,0,0
1186,Anthony Randolph,4655536368,Gift Card,0,0
1187,Mary Henry,2392408402,Cash,0,0
1188,Heather Bowers,8522138511,Gift Card,0,0
1189,Daniel White,2265024354,Card,0,0
1190,Jonathan Perry,8296777373,Cash,0,0
1191,Anna Walker,6057429314,Gift Card,0,0
1192,Gary Ward,8272393508,Gift Card,0,0
1193,Paul Moreno,7019029299,Gift Card,0,0
1194,Samantha Zavala MD,9078516257,Cash,0,0
1195,Jill Conway,8797883636,Cash,0,0
1196,Lisa Haley,8484565389,Cash,0,0
1197,Erica Moon,2348365956,Cash,0,0
1198,Janice Fernandez,8019126324,Card,0,0
1199,Thomas Short,4095133551,Gift Card,0,0
1200,Robert Griffin,6638779806,Gift Card,0,0
1201,Steven Lee,6552332505,Cash,0,0
1202,Tiffany Jackson,7822274798,Cash,0,0
1203,Kimberly Smith,4399096063,Cash,0,0
1204,Michael Ayala,2549219387,Card,0,0
1205,Jessica Garcia,5506083046,Gift Card,0,0
1206,Michele Cherry,2952766513,Cash,0,0
1207,Maria Case,7583158512,Cash,0,0
1208,Brittany Stevens,9126577356,Gift Card,0,0
1209,Brandon Brown,7842503713,Gift Card,0,0
1210,Kristin Andrews,8596745368,Gift Card,0,0
1211,David Hughes,6005369855,Card,0,0
1212,Jessica Smith,5174126386,Card,0,0
1213,Kimberly May,8758298150,Cash,0,0
1214,Nicole Richards,4879351985,Cash,0,0
1215,Angel Reilly,8276731600,Card,0,0
1216,Richard Turner,4504087824,Cash,0,0
1217,Preston Kim,6506998848,Gift Card,0,0
1218,Matthew Wells,8158976233,Card,0,0
1219,Brandy Myers,5069832956,Gift Card,0,0
1220,Kimberly Choi,9463763301,Gift Card,0,0
1221,Michael Sloan,5055345954,Cash,0,0
1222,Monica Brooks,9003555668,Cash,0,0
1223,Kristen Peters,9237901388,Gift Card,0,0
1224,Aaron Carlson,7077292951,Gift Card,0,0
1225,Theresa Torres,3764123950,Card,0,0
1226,Stephanie Cooper,7709215690,Card,0,0
1227,Matthew Hunt,2103823844,Gift Card,0,0
1228,Daniel Davenport,3525479131,Card,0,0
1229,Christopher Marsh,7668549129,Cash,0,0
1230,Sarah Randolph,9466487276,Card,0,0
1231,Julia Dunn MD,9756316142,Gift Card,0,0
1232,Brett Swanson,7822017168,Cash,0,0
1233,Mr. Carl Rios,7667782925,Card,0,0
1234,Manuel Mccullough,6687379090,Card,0,0
1235,Jerry Jensen,4618543424,Gift Card,0,0
1236,Kevin Cunningham,4848719580,Cash,0,0
1237,Eugene Patterson,6274744930,Card,0,0
1238,David Walker,5677872490,Cash,0,0
1239,Jessica Larsen,9012109106,Cash,0,0
1240,Nicholas Humphrey,6663131628,Gift Card,0,0
1241,Ian Torres,8439693002,Card,0,0
1242,Casey Obrien,5113595943,Gift Card,0,0
1243,Shannon Taylor,8507411924,Gift Card,0,0
1244,Deborah Mercado,2234221246,Cash,0,0
1245,Bernard Smith,9776675835,Card,0,0
1246,Amanda Perkins,9913896184,Card,0,0
1247,Kevin Escobar,8267473083,Cash,0,0
1248,Kimberly Lutz,5939051693,Card,0,0
1249,Reginald Diaz,9794149454,Gift Card,0,0
1250,Raymond Quinn,4822124164,Gift Card,0,0
1251,John Dixon,2997931312,Cash,0,0
1252,Jonathan Bates,5109397563,Cash,0,0
1253,Renee Mendez,8567751412,Card,0,0
1254,Jose Griffin,3193791450,Card,0,0
1255,Travis Hopkins,8864892558,Cash,0,0
1256,Nancy Webb,5072342767,Gift Card,0,0
1257,Daniel Freeman,3177737024,Gift Card,0,0
1258,Jacob Williams,9952814986,Card,0,0
1259,Terry Ward,8563604979,Cash,0,0
1260,Jesse Williams,8426117367,Cash,0,0
1261,Mrs. Michele Boyd,4306623099,Gift Card,0,0
1262,Sandy Baker,8932889186,Gift Card,0,0
1263,Carrie Valdez,5069452779,Gift Card,0,0
1264,Matthew Houston,2177943216,Gift Card,0,0
1265,Jamie Solomon,3132795616,Cash,0,0
1266,Heather Parrish,6718206082,Gift Card,0,0
1267,Mr. Larry Shaw,7419678882,Cash,0,0
1268,Christopher Jones,4953605342,Cash,0,0
1269,Christine Lopez,9462239990,Gift Card,0,0
1270,Mitchell Wilson,8474243454,Cash,0,0
1271,Robert Cortez,4954919650,Card,0,0
1272,Mr. Daniel Martin,6987673173,Gift Card,0,0
1273,Alison Williams,5785065806,Gift Card,0,0
1274,Candace Soto,3389559704,Gift Card,0,0
1275,Kenneth Brown,8589989330,Card,0,0
1276,Christopher Mullen,3157428203,Cash,0,0
1277,Kristy Smith,7223135665,Gift Card,0,0
1278,Mary Campbell,5277884535,Gift Card,0,0
1279,Jerry Haney,5742617488,Cash,0,0
1280,Carolyn Greer,9844149366,Gift Card,0,0
1281,Rebecca Hoover,2463308595,Card,0,0
1282,Matthew Baker,2088646154,Card,0,0
1283,Grace Chavez,4726949943,Card,0,0
1284,Crystal Cruz,6053427596,Card,0,0
1285,Dale Heath,2143254245,Card,0,0
1286,Jennifer Hernandez,7345442064,Cash,0,0
1287,John Mendez,8306764861,Cash,0,0
1288,Richard Gordon,7578652336,Gift Card,0,0
1289,John Anderson,3158102946,Cash,0,0
1290,Samantha Prince,6942715376,Gift Card,0,0
1291,Marie Boyd,5227134454,Card,0,0
1292,Andrew Moreno,8165203131,Cash,0,0
1293,Robert Clarke,4923627936,Cash,0,0
1294,Kevin Figueroa,5347692041,Card,0,0
1295,Melissa Davis,8965157446,Cash,0,0
1296,John Hall,6578406838,Cash,0,0
1297,Diane Mcdowell,4989083877,Gift Card,0,0
1298,Colin Fletcher,7904463742,Card,0,0
1299,Laura Wilson,9757007442,Cash,0,0
1300,Matthew Watts,8459347879,Gift Card,0,0
1301,Jack Moore,3328061020,Gift Card,0,0
1302,Dawn Wyatt,8373511558,Gift Card,0,0
1303,Jacob Hill,3535361838,Cash,0,0
1304,Nicole Gutierrez,7444604283,Cash,0,0
1305,Karen Wood,5349342852,Cash,0,0
1306,Dawn Parker,3608483710,Card,0,0
1307,Michael Fitzgerald,2304354553,Cash,0,0
1308,Mary Adkins,4598134329,Cash,0,0
1309,Michael Martin,9508582496,Cash,0,0
1310,James Morgan,5159774267,Gift Card,0,0
1311,Melissa Mann,7836354775,Gift Card,0,0
1312,Vincent Smith,5322458181,Card,0,0
1313,Charles Frost,5716659564,Gift Card,0,0
1314,Austin Walker,8423176666,Card,0,0
1315,Andrew Cruz,6906863379,Cash,0,0
1316,Miss Kelly Dawson,7835541245,Gift Card,0,0
1317,Theresa Wilkins,6708384028,Gift Card,0,0
1318,Jessica Harris,5197617324,Card,0,0
1319,Regina Mitchell,2939479242,Cash,0,0
1320,Kyle Black,9597967137,Gift Card,0,0
1321,Christopher Johnson,6406911790,Gift Card,0,0
1322,Aaron Moore,3207809125,Cash,0,0
1323,Penny Gomez MD,8012566582,Card,0,0
1324,Kelly Mclaughlin,8074249680,Gift Card,0,0
1325,Brandon Mitchell,6755921936,Cash,0,0
1326,Suzanne Bailey,4116053859,Gift Card,0,0
1327,Destiny Obrien,9738716890,Card,0,0
1328,Timothy Andrews,4324204749,Gift Card,0,0
1329,Jason Rodriguez,8895331466,Card,0,0
1330,Edward Arroyo,4913855060,Card,0,0
1331,Tina Walter,3489885957,Card,0,0
1332,Laura Benson,7319149958,Cash,0,0
1333,Kristine Carrillo,3765454123,Card,0,0
1334,Tonya Ellis,2134606344,Gift Card,0,0
1335,Kevin Johnson,7815214979,Cash,0,0
1336,Austin Schultz,9698649726,Gift Card,0,0
1337,Megan Hall MD,8738672304,Gift Card,0,0
1338,Kelli Smith,2437211522,Card,0,0
1339,Danielle Davis,8787184573,Cash,0,0
1340,Samantha Jones,5606122627,Gift Card,0,0
1341,Karen Gomez,2443743876,Card,0,0
1342,Debra Valentine,2994558690,Gift Card,0,0
1343,Susan Porter,3634066739,Gift Card,0,0
1344,Nicolas Salas,9939639338,Cash,0,0
1345,Dale Wright,4439617624,Cash,0,0
1346,Brittney Rodriguez,9038532006,Card,0,0
1347,Megan Alvarado,8023043922,Gift Card,0,0
1348,Pamela Weaver,4389834878,Card,0,0
1349,John Oliver,4914836174,Cash,0,0
1350,William Prince PhD,9512863603,Card,0,0
1351,William Moon IV,6272286768,Gift Card,0,0
1352,Kenneth Brown,9193721367,Cash,0,0
1353,Karen Fernandez,5943118251,Gift Card,0,0
1354,Jennifer Parks,8768855539,Card,0,0
1355,William Wolfe,7255102548,Gift Card,0,0
1356,Michael Smith,2017765792,Gift Card,0,0
1357,Kevin Nguyen,8788293962,Cash,0,0
1358,Debbie Dunn,3162138938,Gift Card,0,0
1359,John Austin,9843936726,Cash,0,0
1360,Jonathan Clark,4232696852,Card,0,0
1361,Jacqueline Dickerson,7647955329,Card,0,0
1362,Christopher Anderson,6716703029,Gift Card,0,0
1363,Crystal Garcia,6036552100,Cash,0,0
1364,David Reynolds,4292482835,Card,0,0
1365,Charles Haley,3115146060,Gift Card,0,0
1366,Robert Thompson,5724148603,Cash,0,0
1367,Dr. Samuel Holmes DDS,7844323476,Card,0,0
1368,Elizabeth Hart,9278422091,Cash,0,0
1369,Jennifer Vaughn,9498905440,Gift Card,0,0
1370,Robert Woods,3508705643,Gift Card,0,0
1371,Joanna Cook,5896516879,Card,0,0
1372,Justin Frederick,4998034792,Card,0,0
1373,Alejandro Martinez,7947348737,Card,0,0
1374,Tracey Gonzalez,4237917333,Gift Card,0,0
1375,Mariah Thompson,2187171004,Gift Card,0,0
1376,Heather Nunez,3675362755,Cash,0,0
1377,Dr. Steve James,4408637363,Cash,0,0
1378,Mark Thomas,6665391174,Card,0,0
1379,Robert Rogers,4356982484,Gift Card,0,0
1380,Laura Sweeney,2474999526,Gift Card,0,0
1381,Christopher Perez,6359083578,Gift Card,0,0
1382,Eddie Adams,6372149960,Card,0,0
1383,Denise Wallace,8214428560,Card,0,0
1384,Heidi Matthews,6972109982,Gift Card,0,0
1385,Jennifer White,3814525614,Cash,0,0
1386,Nicholas Stanley,2432428097,Gift Card,0,0
1387,Mercedes Miller,2018684495,Cash,0,0
1388,Brian Brown,5552099380,Card,0,0
1389,Kimberly Johnson,5407981741,Gift Card,0,0
1390,Phillip Miller,6812997696,Gift Card,0,0
1391,Christopher Pena,7144664875,Card,0,0
1392,Ellen Wright,3437061255,Cash,0,0
1393,Mark Anderson,5469437929,Gift Card,0,0
1394,Alyssa Alvarado,8824391443,Cash,0,0
1395,Erika Alvarez,4314801460,Cash,0,0
1396,Kimberly Nelson,6732603935,Card,0,0
1397,Wayne Wolfe,4793784504,Gift Card,0,0
1398,Kyle Welch,4339362545,Cash,0,0
1399,Kristy Mills,6053664934,Card,0,0
1400,Emily Reed,9537185313,Gift Card,0,0
1401,Regina Ramos,6966533421,Cash,0,0
1402,David Torres,3884432401,Cash,0,0
1403,Robert Charles,4352923659,Gift Card,0,0
1404,John Smith,8304065193,Gift Card,0,0
1405,Theresa Woods,8583906802,Card,0,0
1406,Jeffrey Carter,7394882682,Card,0,0
1407,Adam Brooks,4318689462,Card,0,0
1408,Justin Foster,7464947636,Card,0,0
1409,Omar Price,7493989810,Cash,0,0
1410,Dennis Henderson,4683811374,Cash,0,0
1411,Phillip Kent,3286837622,Card,0,0
1412,Melinda Mitchell,8687938025,Cash,0,0
1413,Rhonda Gutierrez,5967013920,Gift Card,0,0
1414,Catherine Roberts,8546716260,Cash,0,0
1415,Lisa Nelson,6704498945,Cash,0,0
1416,Chelsea Smith,3968541204,Gift Card,0,0
1417,Joseph Lopez,8406876869,Card,0,0
1418,Derrick Espinoza,2713861258,Cash,0,0
1419,Crystal Hernandez,4613016098,Gift Card,0,0
1420,Glenn Collins DDS,5946452020,Gift Card,0,0
1421,Mrs. Raven Rivera DVM,2739901677,Card,0,0
1422,Amy Rowe,2025826241,Cash,0,0
1423,John Lee,7412526732,Card,0,0
1424,Ruth Clayton,7978535666,Card,0,0
1425,Randy Wright,6365936399,Cash,0,0
1426,Jessica Rojas,3056164085,Gift Card,0,0
1427,Joel Wise,4203828645,Cash,0,0
1428,Vickie Kennedy,7156105722,Gift Card,0,0
1429,Emily Morris,4868494817,Card,0,0
1430,Amanda Pineda,3366064516,Gift Card,0,0
1431,Dawn Little,4644052757,Cash,0,0
1432,Stephen Boyer,5797965355,Cash,0,0
1433,Brian Chen,6219807928,Card,0,0
1434,Christopher Hill,3305414598,Card,0,0
1435,Richard Smith,5273574079,Gift Card,0,0
1436,Richard Alvarez,3857502554,Card,0,0
1437,Jacqueline Davis,5493263021,Gift Card,0,0
1438,Brandon Montgomery,4867248821,Card,0,0
1439,Yolanda Garrett,9069418535,Cash,0,0
1440,Matthew Miles,3909009799,Cash,0,0
1441,Beth Hall,5385147560,Gift Card,0,0
1442,Dr. Nicole Trujillo,5573913012,Gift Card,0,0
1443,Corey Norris,8717577872,Card,0,0
1444,Chad Roach,7295884892,Gift Card,0,0
1445,Mr. Edward Terry,5846053675,Gift Card,0,0
1446,Cody Bailey,7369869021,Cash,0,0
1447,Denise Guerra,9402858118,Card,0,0
1448,Kristen Jones,6456191475,Card,0,0
1449,Edward Baker,5722867576,Gift Card,0,0
1450,Aaron Little,2632132208,Cash,0,0
1451,Cody Smith,7994742524,Card,0,0
1452,Patty Allen,4299189418,Card,0,0
1453,Mary Ryan,5563085902,Card,0,0
1454,Joseph Jimenez,2739996797,Card,0,0
1455,Lisa Morris,4956817805,Gift Card,0,0
1456,Ashley Mills,7966984014,Gift Card,0,0
1457,Russell Anderson,8237964262,Card,0,0
1458,Christina Washington,8396014408,Card,0,0
1459,Kenneth Huff,3778027506,Gift Card,0,0
1460,Kelly Miles,4669649285,Cash,0,0
1461,Jacob Obrien,9718282509,Gift Card,0,0
1462,Timothy Clark,8537309157,Card,0,0
1463,Steve Miller PhD,8272107379,Cash,0,0
1464,Justin Hurley,4533119907,Cash,0,0
1465,Jacob Erickson,2295195638,Card,0,0
1466,Deborah Williams,9804901949,Gift Card,0,0
1467,Eric Blackburn,2108654806,Cash,0,0
1468,Anne Hardy,7529952277,Card,0,0
1469,Chelsey Fox,8525383058,Card,0,0
1470,Mario White,2164388530,Card,0,0
1471,Jennifer Garcia,6809765825,Cash,0,0
1472,Heather Ellis,2974574340,Gift Card,0,0
1473,Sonya Jackson,8778661613,Cash,0,0
1474,James Morgan,2484992162,Gift Card,0,0
1475,Zachary Ramos,9875036658,Cash,0,0
1476,Ethan Frey,7415735159,Gift Card,0,0
1477,Jacob Duran,8606635118,Gift Card,0,0
1478,Nicholas Franklin,6607394935,Card,0,0
1479,Cindy Cannon,4146309385,Card,0,0
1480,Dawn Nixon,9488809842,Card,0,0
1481,James Barber,3065225826,Card,0,0
1482,Ms. Kelly Holder,5933288014,Gift Card,0,0
1483,Eric Walker,8213328413,Card,0,0
1484,Alison Short,9914467677,Gift Card,0,0
1485,Desiree Spencer,5447777097,Gift Card,0,0
1486,Tammy Moore,8502689382,Cash,0,0
1487,Henry Taylor,4435499960,Gift Card,0,0
1488,Kevin Hall,5863823963,Gift Card,0,0
1489,Anna Ross,4696093258,Gift Card,0,0
1490,Morgan Cummings,5434236313,Gift Card,0,0
1491,Carrie Petersen,6152333318,Cash,0,0
1492,Laura Velez,5342116843,Gift Card,0,0
1493,Elizabeth Cross,5672157886,Gift Card,0,0
1494,Angela Brown,5637176936,Card,0,0
1495,Hannah Montoya,3473262286,Cash,0,0
1496,Sean Kane,7774089889,Gift Card,0,0
1497,Matthew Guzman,4578373826,Gift Card,0,0
1498,Richard Reyes,5456738654,Cash,0,0
1499,Andrew Fernandez,5299177822,Gift Card,0,0
1500,Jonathan Walker,5642764227,Cash,0,0
1501,Nicholas Long,5274811512,Cash,0,0
1502,Kurt Wagner,9137662247,Cash,0,0
1503,Dylan Foster,6532346695,Gift Card,0,0
1504,Bradley Duncan,6412963843,Card,0,0
1505,James Miller,8408019788,Gift Card,0,0
1506,Patricia Anderson,8303323333,Cash,0,0
1507,Justin Freeman,4803111189,Gift Card,0,0
1508,Christina Gilbert,8786469652,Cash,0,0
1509,Danielle Jones,5526437222,Card,0,0
1510,Erica Glass,9007215706,Gift Card,0,0
1511,Michael Henderson,9544706809,Card,0,0
1512,Frank Wheeler,3986482238,Cash,0,0
1513,Eric Huerta,6554517998,Cash,0,0
1514,Wanda Ramos,9934228185,Cash,0,0
1515,Andrew Meyers,2308695558,Cash,0,0
1516,James Todd,3894619134,Gift Card,0,0
1517,Ashley Brown,5068616388,Card,0,0
1518,Tammy Melton,7525787302,Gift Card,0,0
1519,Alexis Benson,3387278009,Card,0,0
1520,Jerry Johnson,2962289698,Card,0,0
1521,Joshua Harris,7615096374,Card,0,0
1522,Deanna Webb,4099694098,Card,0,0
1523,Brenda Hale,2399915856,Card,0,0
1524,Kevin Alvarado,2178603574,Cash,0,0
1525,Christopher Campbell,7846828802,Gift Card,0,0
1526,Lisa Brown,7332031243,Card,0,0
1527,Alejandra Price,3564069861,Card,0,0
1528,Samuel Keller,6976748573,Card,0,0
1529,Alicia Dillon,6162482966,Cash,0,0
1530,Crystal James,4837613673,Card,0,0
1531,Ariana Stewart,9238984164,Cash,0,0
1532,Kim Lopez,2687002621,Gift Card,0,0
1533,Judith House,6876129915,Gift Card,0,0
1534,David Moreno,4465407433,Card,0,0
1535,James Moore,8868092104,Cash,0,0
1536,Harold Garrett,8792474720,Card,0,0
1537,William Mason,5125906315,Cash,0,0
1538,Lori Johns,5279117742,Card,0,0
1539,Robin Johnson,9872839795,Cash,0,0
1540,Diana Hernandez,8726398859,Gift Card,0,0
1541,Mary Miller,6426479720,Cash,0,0
1542,Tyler Salazar,9584965083,Gift Card,0,0
1543,Crystal Allen,5903267978,Cash,0,0
1544,Wesley Browning,2045081122,Gift Card,0,0
1545,Joshua Clark,2349118100,Gift Card,0,0
1546,Joshua Mcbride,3705306275,Cash,0,0
1547,Ellen Thornton,6644153186,Cash,0,0
1548,Brandy Forbes,5918573387,Card,0,0
1549,Brianna Fitzpatrick,7636501491,Card,0,0
1550,Emily Grant,9918576242,Card,0,0
1551,Bailey Stewart,9329807982,Gift Card,0,0
1552,Monica Cannon,9066026244,Cash,0,0
1553,Jennifer Jenkins,4118168931,Gift Card,0,0
1554,Timothy Shannon,3347554162,Card,0,0
1555,Denise Maxwell,5623285216,Gift Card,0,0
1556,Cody Farmer,2923825113,Gift Card,0,0
1557,Debra Bradley,3566033141,Cash,0,0
1558,David Mcdaniel,6854759227,Cash,0,0
1559,Michael Woods,4573743215,Card,0,0
1560,Lisa Joseph,4464878536,Cash,0,0
1561,Samuel Henry,5404856516,Gift Card,0,0
1562,Corey Johnson,2097495345,Gift Card,0,0
1563,Alexis Nelson,4505142275,Cash,0,0
1564,Patrick Mcneil,5845761565,Card,0,0
1565,Andrea Ho,2289826154,Cash,0,0
1566,Dr. Katherine Nguyen,8863785500,Card,0,0
1567,David Sullivan,3058449147,Card,0,0
1568,Nicolas James,8119804659,Gift Card,0,0
1569,Logan Newton,7897246413,Card,0,0
1570,Kelly Liu,4198509355,Gift Card,0,0
1571,Kelly Hayes,4327247648,Cash,0,0
1572,Amanda Forbes,2868635742,Gift Card,0,0
1573,Jennifer Moss,7256835390,Gift Card,0,0
1574,Kelli Mccoy,5929952745,Cash,0,0
1575,Eddie Sanders,7334795362,Gift Card,0,0
1576,Ronald Murray,8388387452,Card,0,0
1577,Louis Brown,5047637902,Gift Card,0,0
1578,Brenda Gallegos,5099222383,Cash,0,0
1579,Nathan Wilson,7809984348,Gift Card,0,0
1580,Teresa Horton,9878511574,Card,0,0
1581,Jason Hayes,5266897268,Gift Card,0,0
1582,Kevin Marquez,7316756520,Cash,0,0
1583,Jesse Wright,6053283718,Gift Card,0,0
1584,Susan Hogan,3989127633,Cash,0,0
1585,Becky Wilson,3146359867,Cash,0,0
1586,Jack Mills,2917041801,Cash,0,0
1587,Richard Hunt,6394889340,Gift Card,0,0
1588,Jamie James,5149278013,Cash,0,0
1589,Susan Cunningham,3233356348,Card,0,0
1590,Brittany Melton,8867492883,Gift Card,0,0
1591,Michael Barnes,8923268212,Cash,0,0
1592,Randy Griffin,4057816258,Card,0,0
1593,Autumn Anderson,2433416116,Cash,0,0
1594,Marcus King,8209836247,Cash,0,0
1595,Scott Stephens,5499172030,Card,0,0
1596,Stephen Young,4008332382,Cash,0,0
1597,Karen Ortiz,3542666839,Gift Card,0,0
1598,Kyle Sanchez,2223922280,Cash,0,0
1599,Lisa Grant,3143985212,Cash,0,0
1600,Amber Hernandez,7335299315,Cash,0,0
1601,Amanda Nash,9872538877,Card,0,0
1602,Sara Evans,7959071647,Cash,0,0
1603,Amber Butler,5569185772,Card,0,0
1604,Michael Carr,9887499545,Gift Card,0,0
1605,Linda Cobb,3046281490,Gift Card,0,0
1606,Jesse Riley,3053033364,Card,0,0
1607,Anna Evans,2902406542,Gift Card,0,0
1608,James Jones,5304642210,Gift Card,0,0
1609,Joshua Carter,4172259087,Cash,0,0
1610,Michael Hill,2773736236,Card,0,0
1611,Kelly Dominguez,2875354183,Cash,0,0
1612,Ashley Blair,3916225507,Card,0,0
1613,Victoria Webb,6489382932,Gift Card,0,0
1614,Taylor Andersen,6307501510,Card,0,0
1615,Lee Stewart,4439173133,Gift Card,0,0
1616,Whitney Gomez,8363728232,Cash,0,0
1617,Justin Stone,3609895277,Gift Card,0,0
1618,Katherine White,4636866764,Card,0,0
1619,Michelle Krause,9553269935,Gift Card,0,0
1620,Alexander Garrett,6248791264,Cash,0,0
1621,Ryan Marsh,2686467939,Cash,0,0
1622,Mrs. Felicia Castro DDS,2335194599,Card,0,0
1623,Curtis Campbell,5232143757,Gift Card,0,0
1624,Elizabeth Hunter,7874925360,Cash,0,0
1625,Aaron Jennings,5948287427,Cash,0,0
1626,Nathaniel Gilbert,9584599678,Gift Card,0,0
1627,Christopher Rivera,4087099752,Cash,0,0
1628,Michael Hendricks,7166776965,Card,0,0
1629,Maria Olson,6078083692,Cash,0,0
1630,Stephanie Herrera,4256616126,Cash,0,0
1631,Richard Gutierrez,8865379945,Gift Card,0,0
1632,Sandy Evans,3549232589,Cash,0,0
1633,Emily Herrera,5093309443,Gift Card,0,0
1634,Michael Marsh,9844712350,Cash,0,0
1635,Heather Montes,6372932043,Card,0,0
1636,Andre Terrell,6553901855,Cash,0,0
1637,Sarah Duncan,6076555503,Cash,0,0
1638,Kurt Hancock,6002179111,Cash,0,0
1639,Michele Edwards,3934739486,Cash,0,0
1640,Jason Crawford,4717504060,Card,0,0
1641,Jesse Sampson,8165459775,Cash,0,0
1642,Eric Rodriguez,6024824668,Card,0,0
1643,Paula Gentry,3688971543,Card,0,0
1644,Alexander Webb,7688849158,Cash,0,0
1645,Cheryl Mclean,5063763346,Card,0,0
1646,Kelly Rowe,7937872638,Gift Card,0,0
1647,Shane Short,3786117512,Cash,0,0
1648,Megan Anderson,6235502526,Gift Card,0,0
1649,Julia Reeves,3543005378,Cash,0,0
1650,April Randolph,9579051168,Gift Card,0,0
1651,Linda Miller,9657565241,Card,0,0
1652,Angel Meyer,6779417400,Gift Card,0,0
1653,Emily Lane,6294509748,Cash,0,0
1654,Steven Flores,3476479732,Card,0,0
1655,Donald Flores,5287627451,Card,0,0
1656,Bruce Hernandez,6148322353,Cash,0,0
1657,Adrian Dean,6159684903,Cash,0,0
1658,Christine Bell,3874344775,Card,0,0
1659,Charles Bush,4652737295,Cash,0,0
1660,David Jones,6355764648,Card,0,0
1661,Gina Wallace,9995236679,Gift Card,0,0
1662,John Lowe,3024442871,Gift Card,0,0
1663,Anthony Simmons,7472402186,Cash,0,0
1664,Kyle Watkins,9954282432,Gift Card,0,0
1665,Melissa Jensen,8437304703,Cash,0,0
1666,Robert Marquez,4859199887,Card,0,0
1667,Kim Beltran,6092969527,Card,0,0
1668,Julie Anderson,3497672156,Gift Card,0,0
1669,Tamara Mcdonald,6344712813,Cash,0,0
1670,Michael Mckinney,9087495326,Card,0,0
1671,David Walker,5836506215,Gift Card,0,0
1672,Lisa Durham,3859316171,Gift Card,0,0
1673,Michael Ortega,5288508477,Gift Card,0,0
1674,Sonya Chavez,3162865895,Gift Card,0,0
1675,John Bell,9262078732,Gift Card,0,0
1676,Christopher Tate,4555419291,Card,0,0
1677,Bethany Garcia,8992251858,Card,0,0
1678,Rebecca Nguyen,2657735164,Gift Card,0,0
1679,Rebecca Patel,2432536831,Card,0,0
1680,Jason Oliver,3032478751,Gift Card,0,0
1681,Valerie Reyes,4625451710,Card,0,0
1682,Robert Garza,9693747453,Gift Card,0,0
1683,Jessica Cobb,2886959148,Cash,0,0
1684,Cynthia Bates,6519234037,Cash,0,0
1685,Timothy Andrews,6592737617,Gift Card,0,0
1686,Mr. Joel Peters,9108661363,Gift Card,0,0
1687,Casey Blanchard,9984664544,Gift Card,0,0
1688,Brian Cervantes,7854466740,Cash,0,0
1689,Jamie Snyder,8994318519,Card,0,0
1690,Ann Montoya,2209283259,Gift Card,0,0
1691,Stephanie Fields,5578398109,Cash,0,0
1692,Charles Hernandez,5737013988,Gift Card,0,0
1693,Jean Lane,5429197147,Card,0,0
1694,Michael Stewart,6642381860,Cash,0,0
1695,Susan Torres,5985921209,Gift Card,0,0
1696,Jessica Haas,8645101800,Cash,0,0
1697,Brandon Smith,2174184609,Gift Card,0,0
1698,Mrs. Bethany Phillips,6347136706,Cash,0,0
1699,Joshua Brown,5809237153,Card,0,0
1700,Samantha Howard,8464186622,Gift Card,0,0
1701,Sharon Young,4447964948,Gift Card,0,0
1702,Jennifer Flores,4767233343,Cash,0,0
1703,James Gardner,7898106976,Gift Card,0,0
1704,Karen Lopez,7803383757,Gift Card,0,0
1705,Tim Larsen,6262755312,Cash,0,0
1706,Zachary Santiago,4213809105,Gift Card,0,0
1707,Benjamin Smith,6156788952,Cash,0,0
1708,Katelyn Kim,5295749092,Card,0,0
1709,Angela May MD,7974285397,Cash,0,0
1710,Richard Munoz,7169457103,Cash,0,0
1711,Christopher Hicks,9785073260,Cash,0,0
1712,Joanna Kelly,8346068963,Cash,0,0
1713,Larry Lane,6607671858,Card,0,0
1714,Cynthia Shaw,2286705581,Card,0,0
1715,Joshua Richardson,2108142401,Card,0,0
1716,Laura Bush,4593333689,Gift Card,0,0
1717,John Vaughn,7013674323,Gift Card,0,0
1718,Nicholas Terrell,8893793188,Cash,0,0
1719,Dr. Julie Miller,6979219177,Gift Card,0,0
1720,Ann Kennedy,2819967949,Card,0,0
1721,Toni Miller,7769161072,Gift Card,0,0
1722,Rebecca Edwards,7598214163,Gift Card,0,0
1723,Greg Osborne,5048217865,Gift Card,0,0
1724,Jose Harrison,7177189469,Card,0,0
1725,Jennifer Yu,6314551355,Cash,0,0
1726,Donna Johnson,8422607389,Gift Card,0,0
1727,Nicole Acosta,9394189945,Card,0,0
1728,Amy Kennedy,7248389397,Cash,0,0
1729,Anthony Mooney,3502429163,Cash,0,0
1730,Lori Mitchell,6162755622,Gift Card,0,0
1731,Jonathan York,7819969793,Cash,0,0
1732,Casey Campbell,3266108818,Cash,0,0
1733,Alexis Rodriguez,5226509549,Gift Card,0,0
1734,Kevin Hernandez,6574674777,Card,0,0
1735,Robert Green,9217961069,Card,0,0
